Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,sku_id
Munchies,McCain New Mini Samosa with Cheese Pizza Style Filling,12000,1,3,11800,240,FALSE,240,660
Munchies,Fortune Rice Bran Health Oil (Jar),105000,1,6,103900,5000,FALSE,5,661
Munchies,Arden Desi Eggs,11000,13,4,9500,348,FALSE,6,662
Munchies,Fortune Rozana Basmati Rice,58500,21,6,46200,5000,FALSE,5,663
Munchies,Fortune Biriyani Special Basmati Rice,17500,0,5,17500,1000,FALSE,1,664
Munchies,Everest Garam Masala,7800,7,5,7200,100,FALSE,100,665
Munchies,Popular Essentials Pumpkin Seeds,9000,16,6,7500,100,FALSE,100,666
Munchies,Fortune Soya Health Refined Soybean Oil,21000,1,2,20600,1000,FALSE,1,667
Munchies,Gowardhan Pure Ghee Pouch,29500,4,6,28100,500,FALSE,500,668
Munchies,Popular Essentials Jeera/Cumin Seeds,4000,5,3,3800,100,FALSE,100,669
Munchies,Weikfield Baking Soda,3000,3,6,2900,100,FALSE,100,670
Munchies,Everest Pav Bhaji Masala,3700,10,4,3300,50,FALSE,50,671
Munchies,Tata Sampann Unpolished Chana Dal,9500,6,2,8900,1000,FALSE,500,672
Munchies,Amul Mithai Mate EOE Tin,11200,2,6,10900,400,FALSE,400,673
Munchies,Pillsbury Chakki Fresh Atta,45000,16,6,37500,10000,FALSE,10,674
Munchies,Everest Chicken Masala,3900,2,1,3800,50,FALSE,50,675
Munchies,Dhara Life Refined Ricebran Oil (Pouch),20500,7,6,19000,1000,FALSE,1,676
Munchies,Borges Extra Virgin Olive Oil,40000,25,1,29900,250,FALSE,250,677
Munchies,Everest Shahi Biryani Masala,7000,14,6,6000,50,FALSE,50,678
Munchies,Popular Essentials Californian Almond,35000,28,6,25100,250,FALSE,250,679
Munchies,Popular Essentials Ajwain Whole,2500,0,4,2500,50,FALSE,50,680
Munchies,Everest Tikhalal Chilli Powder,23500,9,6,21200,500,FALSE,500,681
Munchies,Popular Essentials Kabuli Chana Regular,8500,9,6,7700,500,FALSE,500,682
Munchies,Pillsbury Chakki Fresh Atta,5200,0,4,5200,1000,FALSE,1,683
Munchies,Popular Essentials Saunf/Fennel Seeds,4500,2,6,4400,100,FALSE,100,684
Munchies,Popular Essentials Bansi Sooji,3500,2,3,3400,500,FALSE,500,685
Munchies,Happilo Premium International Queen Kalmi Dates,24500,29,6,17200,200,FALSE,200,686
Munchies,Tata Sampann Unpolished Urad Whole,10100,6,4,9400,500,FALSE,500,687
Munchies,Popular Essentials Cashew Split,32500,12,6,28300,250,FALSE,250,688
Munchies,Popular Essentials Chana Dal (Un-Polished),6000,10,6,5400,500,FALSE,500,689
Munchies,Tata Sampann Unpolished Rajma (Chitra),13400,6,6,12500,500,FALSE,500,690
Munchies,Everest Garam Masala,4200,2,2,4100,50,FALSE,50,691
Munchies,Everest Kitchen King Masala,7000,14,2,6000,100,FALSE,100,692
Munchies,24 Mantra Organic Cumin,7000,7,2,6500,100,FALSE,100,693
Munchies,Nestle Milkmaid,13200,3,6,12800,400,FALSE,400,694
Munchies,Popular Essentials Sona Masouri Steam Rice,6500,9,6,5900,1000,FALSE,1,695
Munchies,24 Mantra Organic Tur Dal,26000,20,6,20800,1000,FALSE,1,696
Munchies,Gits Gulab Jamun Instant Dessert Mix,9900,10,6,8900,200,FALSE,200,697
Munchies,Popular Essentials Black Masoor Whole (Un-Polished),6500,10,3,5800,500,FALSE,500,698
Munchies,24 Mantra Organic Peanuts,13500,7,1,12500,500,FALSE,500,699
Munchies,Everest Hingraj Powder,9000,10,2,8100,50,FALSE,50,700
Munchies,Everest Black Pepper Powder,13500,14,6,11500,100,FALSE,100,701
Munchies,Tata Sampann Masoor Dal Stand,15000,10,4,13400,1000,FALSE,1,702
Munchies,24 Mantra Organic Besan,9500,7,5,8800,500,FALSE,500,703
Munchies,Quaker Oats,19900,7,6,18400,1000,FALSE,1,704
Munchies,Saffola Gold Refined Cooking Oil (Jar),48500,7,6,44900,2000,FALSE,2,705
Munchies,Nestle Everyday Dairy Whitener,21000,0,4,21000,400,FALSE,400,706
Munchies,24 Mantra Organic Red Poha,7500,8,1,6900,500,FALSE,500,707
Munchies,Everest Powder - Tea Masala,9800,9,5,8900,100,FALSE,100,708
Munchies,Tata Sampann Urad Dal Split,9400,4,6,9000,500,FALSE,500,709
Munchies,Popular Essentials Idli Sooji ,3000,6,6,2800,500,FALSE,500,710
Munchies,Popular Essentials Dessicated Coconut,9500,9,6,8600,200,FALSE,200,711
Munchies,Sunfeast Yippee! Mood Masala Noodles,6000,28,3,4300,260,FALSE,260,712
Munchies,Chef's Basket Durum Wheat Elbow Pasta,16000,50,6,8000,500,FALSE,500,713
Munchies,MTR Breakfast Khatta Meetha Poha Mix,2500,20,6,2000,60,FALSE,60,714
Munchies,Satyam Khobra,11300,10,5,10100,200,FALSE,200,715
Munchies,Betty Crocker Complete Pancake Mix Original,11000,4,6,10500,250,FALSE,500,716
Munchies,Borges Durum Wheat Fusilli Pasta ,25000,0,3,25000,500,FALSE,500,717
Munchies,24 Mantra Organic Green Moong Dal - Split,13500,0,2,13500,500,FALSE,500,718
Munchies,Weikfield Vanilla Flavoured Custard Powder,3700,0,6,3700,100,FALSE,100,719
Munchies,Tata Sampann Moong Dal Split,18000,1,5,17800,1000,FALSE,200,720
Munchies,Tata Sampann Kala Chana,6400,0,5,6400,500,FALSE,500,721
Munchies,Saffola Soya Chunks Mealmaker,5000,0,2,5000,200,FALSE,200,722
Munchies,24 Mantra Bura Sugar (Demerara),8000,10,6,7200,500,FALSE,500,723
Munchies,Popular Essentials Green Cardamom (Elaichi),20000,1,6,19800,50,FALSE,50,724
Munchies,Hershey's Syrup Delicious Strawberry,9500,0,1,9500,200,FALSE,200,725
Munchies,Popular Essentials Anjeer,19000,11,4,16900,100,FALSE,100,726
Munchies,Popular Essentials Mustard Seeds Rai Small,2000,0,2,2000,100,FALSE,100,727
Munchies,Weikfield Baking Powder,3300,3,6,3200,100,FALSE,100,728
Munchies,Dabur Honey Squeezy,18500,9,6,16700,225,FALSE,225,729
Munchies,Tata Sampann High Protein Kali Urad,9100,14,6,7800,500,FALSE,500,730
Munchies,Everest Kitchen King Masala,3700,2,6,3600,50,FALSE,50,731
Munchies,Chef's Basket Durum Wheat Fusilli Pasta,16000,50,6,8000,500,FALSE,500,732
Munchies,TilSona Til Oil,18000,10,2,16200,500,FALSE,500,733
Munchies,Top Ramen Chicken Noodles,6000,10,1,5400,280,FALSE,280,734
Munchies,Everest Chaat Masala,3500,2,1,3400,50,FALSE,50,735
Munchies,Keya Wonder Red Hot Chilli Flakes,8900,10,2,8000,40,FALSE,40,736
Munchies,Popular Essentials White Peas (Un-Polished),8000,10,5,7200,500,FALSE,500,737
Munchies,Ching’s Secret Chowmein Hakka Noodles Masala ,4400,0,2,4400,60,FALSE,60,738
Munchies,Dhara Filtered Groundnut Oil (Jar),105000,1,6,103500,5000,FALSE,5,739
Munchies,Pillsbury Choco Chip Pancake Mix,9900,5,6,9400,165,FALSE,165,740
Munchies,Hershey's Caramel Syrup,23000,0,1,23000,623,FALSE,623,741
Munchies,Pillsbury Multi Grain Atta,6000,6,3,5600,1000,FALSE,1,742
Munchies,McCain New Mini Samosa with Cheese Corn Style Filling,12000,1,2,11800,240,FALSE,240,743
Munchies,Satyam Puffed Rice Kurmura (A),4300,0,6,4300,200,FALSE,200,744
Munchies,MTR 3 Min Poha,2500,0,6,2500,60,FALSE,60,745
Munchies,Ching's Manchurian Instant Noodles,1500,0,5,1500,60,FALSE,60,746
Munchies,Everest Pav Bhaji Masala,7000,0,2,7000,100,FALSE,100,747
Munchies,Hershey's Chocolate Flavour Syrup,22000,6,6,20500,623,FALSE,680,748
Munchies,Popular Essentials Dhania (Coriander Seeds),5500,16,4,4600,200,FALSE,200,749
Munchies,24 Mantra Red Chilly Whole,7000,7,1,6500,100,FALSE,100,750
Munchies,Dabur Honey - World's No.1,12000,0,6,12000,250,FALSE,250,751
Munchies,24 Mantra Organic Puffed Rice,4000,2,6,3900,200,FALSE,200,752
Munchies,24 Mantra Organic Wheat Daliya ,4800,2,2,4700,500,FALSE,500,753
Munchies,24 Mantra Organic Ragi Flour,6500,20,4,5200,500,FALSE,500,754
Munchies,Popular Essentials Cinnamon Whole (Dalchini),3500,5,6,3300,25,FALSE,25,755
Munchies,Sundrop Super Lite Advanced - Sunflower Oil,21500,0,4,21500,1000,FALSE,1,756
Munchies,Pillsbury Atta/Godihittu - Chakki Fresh,10200,7,4,9400,2000,FALSE,2,757
Munchies,Popular Essentials Green Moong Chilka/Chilka (Un-Polished),8500,7,5,7900,500,FALSE,500,758
Munchies,Popular Essentials HMT Kolam Steam,7500,0,3,7500,1000,FALSE,1,759
Munchies,Popular Essentials Black Urad Split,8000,10,4,7200,500,FALSE,500,760
Munchies,Keya Oregano,10900,10,5,9800,9,FALSE,9,761
Munchies,Popular Essentials Pink Rajma,10000,10,6,9000,500,FALSE,500,762
Munchies,Everest Chicken Masala,7400,2,6,7200,100,FALSE,100,763
Munchies,Popular Essentials HMT Kolam Steam,37000,10,6,33300,5000,FALSE,5,764
Munchies,Everest Shahi Paneer Masala,4200,4,5,4000,50,FALSE,50,765
Munchies,Godrej Yummiez Chicken Nuggets,32500,9,1,29300,500,FALSE,500,766
Munchies,Flying Bird Vanilla Essence,3500,2,6,3400,20,FALSE,20,767
Munchies,Everest Sabji Masala,3000,3,6,2900,50,FALSE,50,768
Munchies,Popular Essentials Californian Almond,69500,32,6,47000,500,FALSE,500,769
Munchies,Cornitos Cornitos Taco Shells - 4 Inches,11000,20,6,8800,80,FALSE,80,770
Munchies,Everest Rajma Masala,3300,3,5,3200,50,FALSE,50,771
Munchies,Popular Essentials White Til,4000,5,1,3800,100,FALSE,100,772
Munchies,Amul Dark Compound Chocolate Slab,12500,2,6,12200,500,FALSE,500,773
Munchies,Mothers Recipe Papad Chana Masala,7900,10,6,7100,200,FALSE,200,774
Munchies,Ching's Schezwan Masala Instant Noodles,6000,0,1,6000,240,FALSE,240,775
Munchies,Amul Milk Compound Chocolate Slab,11000,2,6,10700,500,FALSE,500,776
Munchies,Eastern Chicken Masala,7000,7,3,6500,100,FALSE,100,777
Munchies,Popular Essentials Methi Seeds,2500,0,5,2500,100,FALSE,100,778
Munchies,Saffola Yummy Masala Noodles ,2000,0,2,2000,46,FALSE,46,779
Munchies,Cadbury Hot Chocolate,17500,5,6,16600,200,FALSE,200,780
Munchies,Ching's Chicken Chilli Masala,1000,0,6,1000,20,FALSE,20,781
Munchies,Dabur Keora water - Authentic flavour for Biryani's and Desserts,6200,6,6,5800,250,FALSE,250,782
Munchies,Popular Essentials Black Cardamom/Elaichi ,10000,10,6,9000,50,FALSE,50,783
Munchies,Popular Essentials Idli Rice,6000,10,4,5400,1000,FALSE,1,784
Munchies,Everest Chole Masala,3300,3,1,3200,50,FALSE,50,785
Munchies,Dabur Hommade Tamarind Paste,4800,6,6,4500,200,FALSE,200,786
Munchies,"""Maggi Magic Cubes, Vegetarian Masala (Free 2 Cubes Inside)""",3500,2,6,3400,48,FALSE,48,787
Munchies,Popular Essentials Cooking Soda,3000,10,6,2700,200,FALSE,200,788
Munchies,RRO Primio Refined Groundnut Oil Pet Bottle,25500,6,2,23900,1000,FALSE,1,789
Munchies,Everest Pani Puri Masala,3100,3,6,3000,50,FALSE,50,790
Munchies,Nissin Cup Noodles Tangy Tomato,5000,10,2,4500,70,FALSE,70,791
Munchies,Ching's Veg Manchurian Masala,1000,0,2,1000,20,FALSE,20,792
Munchies,Ceres Foods Fish Mustard Instant Liquid Masala,22000,50,6,11000,200,FALSE,200,793
Munchies,Everest Garam Masala,15800,10,6,14200,200,FALSE,200,794
Munchies,24 Mantra Organic Jowar Flour,7000,7,6,6500,500,FALSE,500,795
Munchies,Maggi Coconut Milkpowder,10000,0,6,10000,100,FALSE,100,796
Munchies,On1y Pepper Grinder,15900,9,1,14400,50,FALSE,50,797
Munchies,Popular Essentials Rice Flour,6000,0,3,6000,1000,FALSE,1,798
Munchies,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,2800,10,1,2500,65,FALSE,65,799
Munchies,24 Mantra Organic Brown Sona Masoori Rice,9500,0,6,9500,1000,FALSE,1,800
Munchies,Happilo Premium Afghani Anjeer,36500,29,2,25600,200,FALSE,200,801
Munchies,Popular Essentials Chiroti Sooji,3500,2,6,3400,500,FALSE,500,802
Munchies,RRO Til Dil Premium Til Oil Bottle,33000,10,5,29400,1000,FALSE,1,803
Munchies,Popular Essentials Red Rajma,9000,10,6,8100,500,FALSE,500,804
Munchies,Cornitos Peanut - Premium Salted ,12000,10,6,10800,150,FALSE,150,805
Munchies,Popular Essentials Black Pepper,10000,10,5,9000,100,FALSE,100,806
Munchies,24 Mantra Organic Tur Dal - Split,13000,7,6,12000,500,FALSE,500,807
Munchies,Sugarfree Gold Low Calorie Sweetner,6500,6,3,6100,110,FALSE,100,808
Munchies,Ching's Secret Paneer Chilli Masala,1000,0,2,1000,20,FALSE,20,809
Munchies,Dabur Honey ,22000,7,3,20400,500,FALSE,500,810
Munchies,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,2800,17,3,2300,65,FALSE,65,811
Munchies,Everest Tea Masala,5500,9,2,5000,50,FALSE,50,812
Munchies,Ching's Paneer Chilli Masala,4400,0,4,4400,60,FALSE,60,813
Munchies,Sunfeast YiPPee! Magic Masala Noodles,7000,10,3,6300,405,FALSE,405,814
Munchies,Everest Meat Masala Powder,7400,9,3,6700,100,FALSE,100,815
Munchies,Pillsbury Atta With Multigrains Wheat Grains,29500,16,6,24500,5000,FALSE,5,816
Munchies,Mother's Recipe Tamarind Paste,5000,2,6,4900,200,FALSE,200,817
Munchies,Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy,4900,8,6,4500,200,FALSE,200,818
Munchies,Popular Essentials Cloves (Lavang),7500,17,6,6200,50,FALSE,50,819
Munchies,Sunfeast Yippee! Power Up Atta Noodles,9600,15,6,8100,280,FALSE,280,820
Munchies,Suhana Paneer Tikka Masala Mix,4000,5,6,3800,50,FALSE,50,821
Munchies,24 Mantra Turmeric Powder,3500,2,6,3400,100,FALSE,100,822
Munchies,24 Mantra Super Grain Quinoa,19000,0,4,19000,500,FALSE,500,823
Munchies,Everest Powder - Egg Curry Masala,4000,2,6,3900,50,FALSE,50,824
Munchies,Popular Essentials Pe Shah Jeera ,6000,15,6,5100,50,FALSE,50,825
Munchies,24 Mantra Organic Sattu Atta,9500,0,6,9500,500,FALSE,500,826
Munchies,Smith & Jones Pasta Masala,4600,0,6,4600,54,FALSE,54,827
Munchies,Weikfield Vanilla Custard Powder,14200,9,3,12800,500,FALSE,500,828
Munchies,Sugarfree Natura Low Calorie Sweetner ,30000,10,3,27000,42,FALSE,42,829
Munchies,Pillsbury Vanilla Custard Powder,3700,2,6,3600,100,FALSE,100,830
Munchies,24 Mantra Organic Rajma,14500,0,6,14500,500,FALSE,500,831
Munchies,Popular Essentials Broken Wheat/Daliya,3500,2,6,3400,500,FALSE,500,832
Munchies,Zorabian Chicken Smoked Ham,20500,5,1,19400,250,FALSE,250,833
Munchies,Smith & Jones Peri Peri Masala,9900,0,6,9900,75,FALSE,75,834
Munchies,Saffola Veggie Twist Masala Oats,19500,12,2,17100,500,FALSE,500,835
Munchies,Popular Essentials Urad Dal Split (Un-Polished),8500,9,5,7700,500,FALSE,500,836
Munchies,Weikfield Baking Powder,2200,0,6,2200,50,FALSE,50,837
Munchies,Popular Essentials Bajra Whole,6500,13,6,5600,1000,FALSE,1,838
Munchies,Weikfield Veg Jelly Crystals - Strawberry,4500,2,6,4400,90,FALSE,90,839
Munchies,Weikfield Veg Jelly Crystals - Raspberry,4500,2,6,4400,90,FALSE,90,840
Munchies,Popular Essentials Masoor Dal Split (Un-Polished),7000,10,4,6300,500,FALSE,500,841
Munchies,Popular Essentials Ajwain Whole,5000,12,2,4400,100,FALSE,100,842
Munchies,Popular Essentials Pista Salted (With Shell),47000,21,5,37100,250,FALSE,250,843
Munchies,The Bake Shop Bread Crumbs,5000,6,3,4700,400,FALSE,400,844
Munchies,Popular Essentials Horse Gram,4000,10,4,3600,500,FALSE,500,845
Munchies,Hershey's Chocolate Syrup,9500,0,4,9500,200,FALSE,200,846
Munchies,Godrej Yummiez Chilli Chicken Sausages ,16000,10,3,14400,250,FALSE,250,847
Munchies,Everest Kasuri Methi,2500,0,6,2500,25,FALSE,25,848
Munchies,Satyam Makhana,20800,0,6,20800,100,FALSE,100,849
Munchies,Everest Tandoori Chicken Masala,3900,2,5,3800,50,FALSE,50,850
Munchies,Weikfield Falooda Mix - Kesar Pista,4900,2,3,4800,200,FALSE,200,851
Munchies,Weikfield Cocoa Powder,7000,7,6,6500,50,FALSE,50,852
Munchies,Pantai Coconut Cream,15000,4,4,14300,400,FALSE,400,853
Munchies,Popular Essentials Coriander Seeds,1500,0,5,1500,50,FALSE,50,854
Munchies,Ching's Singapore Curry Instant Noodles,6000,0,4,6000,240,FALSE,240,855
Munchies,Eastern Fish Masala,4800,2,5,4700,100,FALSE,100,856
Munchies,Pillsbury Atta/Godihittu - Chakki Fresh,27500,0,6,27500,5000,FALSE,5,857
Munchies,"Oleev Smart Oil Fortified with VIT A, D, E & K (Pouch)",21500,9,4,19400,1000,FALSE,1,858
Munchies,Everest Dry Ginger Powder,7500,9,4,6800,100,FALSE,100,859
Munchies,Pillsbury Cooker Cake Mix - Choco,10000,11,6,8900,159,FALSE,159,860
Munchies,Hersheys Chocolate Almond Syrup,20000,0,2,20000,450,FALSE,450,861
Munchies,Satyam Nighties Spices  Chilli Pandi,5600,7,5,5200,100,FALSE,100,862
Munchies,Popular Essentials Popular Essential Pista Salted (With Shell),19000,10,6,17100,100,FALSE,100,863
Munchies,Godrej Yummiez Chicken Punjabi Tikka ,29500,9,6,26600,360,FALSE,360,864
Munchies,Popular Essentials Rozana Sona Masuri Raw Rice,35000,10,5,31200,5000,FALSE,5,865
Munchies,24 Mantra Mustard Oil (Cold Pressed) ,35000,10,6,31200,1000,FALSE,1,866
Munchies,24 Mantra Organic Black Pepper,17000,7,6,15700,100,FALSE,100,867
Munchies,Popular Essentials Green Moong Whole,9000,16,3,7500,500,FALSE,500,868
Munchies,24 Mantra Organic Masoor Dal - Split,9500,7,6,8800,500,FALSE,500,869
Munchies,Praakritik Organic Natural Rock Salt,6000,6,3,5600,500,FALSE,500,870
Munchies,24 Mantra Sunflower Oil (Cold Pressed) Pet Bottle,39000,11,5,34700,1000,FALSE,1,871
Munchies,"Ching's Secret Instant Noodles, Hot Garlic",6000,0,4,6000,240,FALSE,240,872
Munchies,Saffola Everyday Peppy Tomato Masala Oats,19500,12,6,17100,500,FALSE,500,873
Munchies,Dabur 100% Pure Honey - Worlds No.1,43000,10,6,38700,1000,FALSE,1,874
Munchies,Popular Essentials Star Anise,7000,10,5,6300,25,FALSE,25,875
Munchies,Ching's Secret Chicken 65 Masala - Chicken,1000,0,5,1000,20,FALSE,20,876
Munchies,Cadbury Cocoa Powder,22300,5,6,21100,150,FALSE,150,877
Munchies,Praakritik Natural Desi Gir Cow A2 Ghee,145000,10,6,130500,540,FALSE,540,878
Munchies,Praakritik Organic Poha,12000,6,5,11200,500,FALSE,500,879
Munchies,Praakritik Organic Natural Wild Forest Honey,16000,6,4,15000,200,FALSE,200,880
Munchies,Popular Essentials Dry Dates (Kharak),14000,15,6,11800,250,FALSE,250,881
Munchies,Popular Essentials Kashmiri Red Rajma,9500,6,4,8900,500,FALSE,500,882
Munchies,Dabur Hommade - Garlic Paste,5000,6,6,4700,200,FALSE,200,883
Munchies,Dabur 100% Pure Honey,33000,10,1,29700,400,FALSE,400,884
Munchies,Ching's Schezwan Fried Rice(Miracle Masala),4400,0,5,4400,60,FALSE,60,885
Munchies,"""Maggi Magic Cubes, Vegetarian Masala""",3500,2,1,3400,40,FALSE,40,886
Munchies,Everest Tandoori Chicken Masala,7400,9,3,6700,100,FALSE,100,887
Munchies,Popular Essentials Red Poha,4500,4,6,4300,500,FALSE,500,888
Munchies,Everest Kitchen King Masala,14200,9,6,12800,200,FALSE,200,889
Munchies,Pillsbury Oven Cake Mix - Rich Chocolate,16500,10,5,14700,285,FALSE,285,890
Munchies,Eastern Super Garam Masala,7400,6,2,6900,200,FALSE,200,891
Munchies,Maggi Magic Cubes Extra Chicken,4000,2,6,3900,48,FALSE,48,892
Munchies,Satyam Nighties Spices  Chilli Kashmiri,10200,6,6,9500,100,FALSE,100,893
Munchies,Eastern Cumin Powder,4900,2,6,4800,100,FALSE,100,894
Munchies,Popular Essentials Urad Gola White(Un-Polished),9000,10,6,8100,500,FALSE,500,895
Munchies,24 Mantra Organic Chana Dal,9500,6,5,8900,500,FALSE,500,896
Munchies,Delight Nuts Cashew Roasted & Salted,42500,20,6,34000,200,FALSE,200,897
Munchies,Popular Essentials Mace/Javitri,9000,10,3,8100,20,FALSE,20,898
Munchies,Dlicia Whip Topping Bottle,23500,27,5,17100,1000,FALSE,1,899
Munchies,Mother's Recipe Paste Ginger & Garlic,7600,10,4,6800,300,FALSE,300,900
Munchies,24 Mantra Groundnut Oil (Cold Pressed) Pet Bottle,41000,10,6,36900,1000,FALSE,1,901
Munchies,Satyam Pulses Masur Dal,8700,6,6,8100,500,FALSE,500,902
Munchies,Delight Nuts Pista Roasted & Salted,42500,20,6,34000,200,FALSE,200,903
Munchies,"Top Ramen Noodles, Atta",8000,0,1,8000,280,FALSE,280,904
Munchies,Hershey's Cocoa Powder,9500,0,5,9500,70,FALSE,70,905
Munchies,Praakritik Organic Singhara Atta,24000,6,4,22500,500,FALSE,500,906
Munchies,Gits Veg Biryani Ready to Eat,11000,10,6,9900,265,FALSE,265,907
Munchies,Delight Nuts Cranberries Sliced ,29900,20,6,23900,200,FALSE,200,908
Munchies,Borges Durum Wheat Pasta Superior Quality,25000,40,6,14900,500,FALSE,500,909
Munchies,Ceres Foods Laal Maas Instant Liquid Masala,22000,50,5,11000,200,FALSE,200,910
Munchies,Popular Essentials Sattu Atta,9000,12,3,7900,500,FALSE,500,911
Munchies,Popular Essentials Mustard Seeds Rai Yellow,2500,0,5,2500,100,FALSE,100,912
Munchies,Praakritik Organic Extra Virgin Coconut Oil,15000,10,5,13400,100,FALSE,100,913
Munchies,Praakritik Organic Garlic Powder,11000,1,5,10800,100,FALSE,100,914
Munchies,Sugarfree Gold Low Calorie Sweetner ,12500,5,6,11800,100,FALSE,100,915
Munchies,Aashirvaad Breakfast Instant Mix - Rice Idli,7500,30,6,5200,200,FALSE,200,916
Munchies,Kitchens Of India Mutter Paneer,13000,4,6,12400,285,FALSE,285,917
Munchies,Ching's Secret Veg Manchurian Masala,4400,0,6,4400,60,FALSE,60,918
Munchies,Popular Essentials Jowa Flour,5000,2,5,4900,500,FALSE,500,919
Munchies,Everest Shahi Biryani Masala,24500,0,6,24500,200,FALSE,200,920
Munchies,Popular Essentials Black Til,5000,6,4,4700,100,FALSE,100,921
Munchies,Popular Essentials Pancharatna Dal,8000,10,6,7200,500,FALSE,500,922
Munchies,Saffola 100% Pure Honey,47500,8,2,43700,1000,FALSE,750,923
Munchies,Popular Essentials Tamarind,15000,14,6,12800,500,FALSE,500,924
Munchies,Gits Rice Dosa Instant Breakfast Mix,6000,5,5,5700,200,FALSE,200,925
Munchies,Popular Essentials Poppy Seeds (Gasagase),28000,7,6,26000,100,FALSE,100,926
Munchies,Hershey's Hot Chocolate Powder,21000,0,4,21000,250,FALSE,250,927
Munchies,Borges Farfalle Durum Wheat Pasta ,25000,0,5,25000,500,FALSE,500,928
Munchies,Satyam Chilli  Bedgi,8200,10,5,7300,100,FALSE,100,929
Munchies,Aashirvaad Instant Mix - Rice Dosa,7500,30,6,5200,200,FALSE,200,930
Munchies,Hershey's Cocoa - Natural Unsweetened,27000,10,4,24300,225,FALSE,225,931
Munchies,Weikfield Veg Jelly Crystals - Mango,4500,2,6,4400,90,FALSE,90,932
Munchies,Praakritik Orrganic Cold Pressed Sesame Oil,13000,10,5,11700,100,FALSE,100,933
Munchies,Amulya Dairy Whitener ,38000,2,4,37200,1000,FALSE,1,934
Munchies,ITC Master Chef Hyderabadi Biryani,7500,30,5,5200,80,FALSE,80,935
Munchies,Flying Bird Butter Scotch Essence,5000,2,6,4900,20,FALSE,20,936
Munchies,Dabur Hommade - Ginger Paste,5000,6,6,4700,200,FALSE,200,937
Munchies,Popular Essentials Green Peas (Un-Polished),12000,10,5,10800,500,FALSE,500,938
Munchies,Quaker Oats Pouch,27600,10,6,24800,1500,FALSE,1,939
Munchies,24 Mantra Organic Urad White Whole,14500,15,4,12200,500,FALSE,500,940
Munchies,Popular Essentials Guntur Chilli Stemless,4000,2,2,3900,100,FALSE,100,941
Munchies,Popular Essentials Moth Whole,9000,10,6,8100,500,FALSE,500,942
Munchies,Keya Pizza Seasoning,10900,17,6,9000,45,FALSE,45,943
Munchies,Keya Piri Piri | Exotic Spices Mix,10900,20,6,8700,80,FALSE,80,944
Munchies,24 Mantra Organic Moong Dal,13500,7,6,12500,500,FALSE,500,945
Munchies,Betty Crocker French Vanilla Cake Mix,31000,10,6,27600,520,FALSE,520,946
Munchies,Delight Nuts Dried Cranberries ,34000,20,6,27200,200,FALSE,200,947
Munchies,Everest Kesari Milk Masala,20500,0,2,20500,50,FALSE,50,948
Munchies,Tong Garden Salted Cocktail Nuts,29500,9,5,26600,160,FALSE,160,949
Munchies,MTR Uttapam Mix,16500,5,6,15600,500,FALSE,500,950
Munchies,Gits Khaman Dhokla Instant Snack Mix,6500,6,6,6100,180,FALSE,180,951
Munchies,Happilo Premium 100% Natural Whole Cashews,33500,29,6,23500,200,FALSE,200,952
Munchies,Everest Dry Mango Powder,8000,0,5,8000,100,FALSE,100,953
Munchies,Dabur Hommade - Ginger Garlic Past Tub,11000,5,6,10400,400,FALSE,400,954
Munchies,Everest Chicken Masala,14700,10,6,13200,200,FALSE,200,955
Munchies,Gits Medu Vada Instant Snack Mix,9000,4,6,8600,200,FALSE,200,956
Munchies,Weikfield Drinking Chocolate Powder,6500,10,6,5800,100,FALSE,100,957
Munchies,Popular Essentials Regular White Lobia,7000,10,6,6300,500,FALSE,500,958
Munchies,Puro Healthy Salt Crystal,13500,7,6,12500,1000,FALSE,1,959
Munchies,Popular Essentials Premium Jeera Rice,14000,0,5,14000,1000,FALSE,1,960
Munchies,Smith & Jones Shahi Paneer Masala Mix,4400,0,6,4400,60,FALSE,60,961
Munchies,Betty Crocker Mug Treats - Chocolate Mix - Pack of 4,20000,11,6,17800,264,FALSE,264,962
Munchies,Smith & Jones Pasta Masala,6000,10,5,5400,108,FALSE,108,963
Munchies,Catch Black Pepper Sprinkler,10000,0,1,10000,50,FALSE,50,964
Munchies,Weikfield Cooker Cake Mix - Chocolate,9500,6,6,8900,150,FALSE,150,965
Munchies,ITC Master Chef Butter Chicken,7500,30,6,5200,80,FALSE,80,966
Munchies,Masala Oats Masala & Coriander ,19500,9,5,17600,500,FALSE,500,967
Munchies,Smith & Jones Mutter Paneer Masala,4200,0,6,4200,60,FALSE,60,968
Munchies,Kitchens of India Dal Bukhara Gravy Mix,11000,30,6,7700,285,FALSE,285,969
Munchies,Popular Essentials Fried Gram (Bengal Gram),7000,10,6,6300,500,FALSE,500,970
Munchies,Gits Jalebi with Maker Dessert Mix,7500,16,6,6300,100,FALSE,100,971
Munchies,Popular Essentials Soya Beans ,8000,6,6,7500,500,FALSE,500,972
Munchies,24 Mantra Organic Roasted Bengal Gram Dal,10500,7,6,9700,500,FALSE,500,973
Munchies,Keya Italian Seasoning,10900,10,6,9800,35,FALSE,35,974
